Identifiant arc,Date et heure de comptage,Débit horaire,Taux d'occupation,Etat trafic,Identifiant noeud amont,Identifiant noeud aval,geo_point_2d,heure,jour_semaine,is_weekend,lat,lon
4843,2025-06-04 16:00:00+00:00,375.0,7.33111,Fluide,3026,2579,"48.843812573208986, 2.3826424293292057",16,2,0,48.843812573208986,2.3826424293292057
5503,2025-07-23 15:00:00+00:00,673.0,3.2,Fluide,2891,2803,"48.87660476052435, 2.279527609990353",15,2,0,48.87660476052435,2.279527609990353
1479,2025-08-26 10:00:00+00:00,326.0,3.49945,Fluide,786,785,"48.87844014818932, 2.402381696377139",10,1,0,48.87844014818932,2.402381696377139
282,2025-09-02 10:00:00+00:00,495.0,11.34445,Fluide,169,168,"48.86406233351568, 2.3310591801433076",10,1,0,48.86406233351568,2.3310591801433076
4797,2025-11-04 21:00:00+00:00,157.0,0.52111,Fluide,2555,3191,"48.837849570002774, 2.400459352731195",21,1,0,48.837849570002774,2.400459352731195
5312,2025-12-02 07:00:00+00:00,2380.0,36.6,Saturé,454,3081,"48.81650210543072, 2.3441561466323697",7,1,0,48.81650210543072,2.3441561466323697
4798,2024-12-05 10:00:00+00:00,369.0,4.82,Inconnu,3191,2545,"48.83893493256619, 2.39746956736164",10,3,0,48.83893493256619,2.39746956736164
4896,2025-03-10 18:00:00+00:00,391.0,6.79556,Fluide,2581,2580,"48.88735343320046, 2.3878076213186157",18,0,0,48.88735343320046,2.3878076213186157
5480,2025-04-03 20:00:00+00:00,1841.0,9.6,Fluide,2834,2878,"48.86502514208155, 2.4146329329640106",20,3,0,48.86502514208155,2.4146329329640106
4207,2025-09-02 11:00:00+00:00,1051.0,10.34833,Fluide,2250,2257,"48.890621225039794, 2.303299600200692",11,1,0,48.890621225039794,2.303299600200692
268,2026-01-02 00:00:00+00:00,130.0,2.20778,Fluide,161,158,"48.87146796563136, 2.325394927682308",0,4,0,48.87146796563136,2.325394927682308
5108,2025-01-06 08:00:00+00:00,175.0,4.82,Inconnu,2695,2541,"48.83604588381674, 2.3498282876825813",8,0,0,48.83604588381674,2.3498282876825813
1149,2025-03-11 00:00:00+00:00,95.0,4.82,Inconnu,634,633,"48.82568017850052, 2.3004246061957305",0,1,0,48.82568017850052,2.3004246061957305
5481,2025-04-03 20:00:00+00:00,554.0,2.2,Fluide,2877,2878,"48.86467482554882, 2.41469911144644",20,3,0,48.86467482554882,2.41469911144644
282,2025-09-02 11:00:00+00:00,558.0,11.16,Fluide,169,168,"48.86406233351568, 2.3310591801433076",11,1,0,48.86406233351568,2.3310591801433076
4797,2025-11-04 22:00:00+00:00,111.0,0.61556,Fluide,2555,3191,"48.837849570002774, 2.400459352731195",22,1,0,48.837849570002774,2.400459352731195
5932,2025-12-02 00:00:00+00:00,593.0,11.96889,Fluide,2062,3082,"48.88390993151407, 2.3315402505190486",0,1,0,48.88390993151407,2.3315402505190486
4897,2025-03-10 20:00:00+00:00,490.0,8.89778,Fluide,2583,2581,"48.88676002566284, 2.385581239189898",20,0,0,48.88676002566284,2.385581239189898
5480,2025-04-03 22:00:00+00:00,1897.0,9.8,Fluide,2834,2878,"48.86502514208155, 2.4146329329640106",22,3,0,48.86502514208155,2.4146329329640106
4012,2025-08-05 01:00:00+00:00,51.0,0.88167,Fluide,2037,2038,"48.890857852067256, 2.3196232537948633",1,1,0,48.890857852067256,2.3196232537948633
4207,2025-09-02 12:00:00+00:00,1088.0,6.91111,Fluide,2250,2257,"48.890621225039794, 2.303299600200692",12,1,0,48.890621225039794,2.303299600200692
5934,2025-12-02 01:00:00+00:00,460.0,4.64889,Fluide,3082,3083,"48.88369029569291, 2.332441379660131",1,1,0,48.88369029569291,2.332441379660131
5109,2025-01-06 08:00:00+00:00,247.0,4.82,Inconnu,2541,2695,"48.83673391943303, 2.3514833042973797",8,0,0,48.83673391943303,2.3514833042973797
5481,2025-04-03 22:00:00+00:00,648.0,2.55,Fluide,2877,2878,"48.86467482554882, 2.41469911144644",22,3,0,48.86467482554882,2.41469911144644
1483,2025-08-26 10:00:00+00:00,397.0,3.31778,Fluide,3616,786,"48.879513974483885, 2.401433074441183",10,1,0,48.879513974483885,2.401433074441183
5932,2025-12-02 03:00:00+00:00,247.0,2.40611,Fluide,2062,3082,"48.88390993151407, 2.3315402505190486",3,1,0,48.88390993151407,2.3315402505190486
5093,2025-01-06 08:00:00+00:00,641.0,7.56056,Fluide,2689,2690,"48.8356135435128, 2.3702862418055175",8,0,0,48.8356135435128,2.3702862418055175
4844,2025-03-10 23:00:00+00:00,248.0,4.32056,Fluide,2580,2581,"48.887455517678035, 2.3877553012294106",23,0,0,48.887455517678035,2.3877553012294106
5369,2025-07-23 22:00:00+00:00,3000.0,12.85,Fluide,918,915,"48.90072530781521, 2.371325565298014",22,2,0,48.90072530781521,2.371325565298014
4012,2025-08-05 02:00:00+00:00,39.0,0.54,Fluide,2037,2038,"48.890857852067256, 2.3196232537948633",2,1,0,48.890857852067256,2.3196232537948633
5934,2025-12-02 03:00:00+00:00,247.0,2.75278,Fluide,3082,3083,"48.88369029569291, 2.332441379660131",3,1,0,48.88369029569291,2.332441379660131
5480,2025-04-03 18:00:00+00:00,1316.0,6.1,Fluide,2834,2878,"48.86502514208155, 2.4146329329640106",18,3,0,48.86502514208155,2.4146329329640106
5719,2025-05-09 10:00:00+00:00,259.0,2.01334,Fluide,2993,2994,"48.833710572584764, 2.308623549406665",10,4,0,48.833710572584764,2.308623549406665
1483,2025-08-26 11:00:00+00:00,384.0,2.50722,Fluide,3616,786,"48.879513974483885, 2.401433074441183",11,1,0,48.879513974483885,2.401433074441183
5932,2025-12-02 04:00:00+00:00,300.0,3.10611,Fluide,2062,3082,"48.88390993151407, 2.3315402505190486",4,1,0,48.88390993151407,2.3315402505190486
6161,2024-12-05 09:00:00+00:00,747.0,16.96667,Pré-saturé,3195,2416,"48.85649211589322, 2.286121573189832",9,3,0,48.85649211589322,2.286121573189832
5094,2025-01-06 08:00:00+00:00,479.0,4.82,Inconnu,2686,540,"48.834603016156066, 2.4089154293352593",8,0,0,48.834603016156066,2.4089154293352593
4844,2025-03-10 22:00:00+00:00,312.0,8.12278,Fluide,2580,2581,"48.887455517678035, 2.3877553012294106",22,0,0,48.887455517678035,2.3877553012294106
5675,2025-05-09 11:00:00+00:00,173.0,3.82389,Fluide,2914,2973,"48.837636523019256, 2.295506228391358",11,4,0,48.837636523019256,2.295506228391358
5369,2025-07-23 21:00:00+00:00,3000.0,13.05,Fluide,918,915,"48.90072530781521, 2.371325565298014",21,2,0,48.90072530781521,2.371325565298014
4012,2025-08-05 05:00:00+00:00,41.0,1.66778,Fluide,2037,2038,"48.890857852067256, 2.3196232537948633",5,1,0,48.890857852067256,2.3196232537948633
4211,2025-09-02 10:00:00+00:00,911.0,5.15611,Fluide,2257,2260,"48.89149690357161, 2.3021694381003854",10,1,0,48.89149690357161,2.3021694381003854
4787,2025-11-04 16:00:00+00:00,228.0,7.275,Fluide,3052,2549,"48.8382719906119, 2.356332138570039",16,1,0,48.8382719906119,2.356332138570039
5934,2025-12-02 05:00:00+00:00,233.0,1.98889,Fluide,3082,3083,"48.88369029569291, 2.332441379660131",5,1,0,48.88369029569291,2.332441379660131
5480,2025-04-03 19:00:00+00:00,1451.0,7.15,Fluide,2834,2878,"48.86502514208155, 2.4146329329640106",19,3,0,48.86502514208155,2.4146329329640106
